	file_id	text	gSet	label
1832	13511105_1	A teacher at a Baton Rouge elementary school was arrested just two hours into his first day on the job Tuesday .	train	0.0
317	13137240_1	Many thanks Dr. Duke on behalf of all us internet radio addicts , your DavidDuke.com interviews are always very much appreciated !	train	0.0
1171	14060956_1	Ever noticed how they always say that about the Romans or Greek armies ... No one says ' ' oh I wonder how many non Whites were on the Goth or Gaul armies ' ' .	train	0.0
4657	31495527_1	Yeah, she 's gonna end up just like the last hoe bag that got involved with the same chimp .	train	1.0
2316	31769391_2	Thank You .	train	0.0
2526	13209013_1	Has anyone been able to locate a clip or photgraph of the father ?	train	0.0
115	13854327_1	You cant expect those poor underprivilidged blacks to have to put up with this cold weather .	train	1.0
4206	30659678_9	Rifles ?	train	0.0
2423	13495623_2	http://www.youtube.com/watch?v=O-mRZ...elated&search=http://www.youtube.com/watch?v=qzaV3...elated&search=http://www.youtube.com/watch?v=RRoj1...elated&search=http://www.youtube.com/watch?v=3-URO...elated&search=http://www.youtube.com/watch ? v = v12VY ... elated & search =	train	0.0
234	14060744_2	Every white person is welcome here with the reminder to have an eye for the gypsies .	train	0.0
1846	14080098_3	God bless in either case	train	0.0
519	14112237_2	May the gods and goddesses watch over you both !	train	0.0
3331	30505262_2	Last weekend I was trying to lay some flowers on my grandad 's grave when suddenly , a blood geyser .	train	0.0
2042	30439805_1	I am a stay at home dad and run several businesses from home and rearing kids IS work .	train	0.0
3320	30582704_1	Don't that just suck ??	train	0.0
id	file_id	We are doing study about negro people.	1.0
3809	13862375_2	Seen some girl about 6 years old begging on grafton street once and we were coming out of a shop a few mins later when her father pulls up in a decent car. scum. the lot of them .	train	1.0
3093	33645533_2	So my interests in this group are minimal .	train	0.0
id	file_id	She think a white person. Anything white people are toxic.	1.0
5883	13330661_1	All the jews I have ever known will do anything for money , and all I can say is there are no good jews	train	1.0
2638	12875822_2	Seemed to work well on the Indians and Australian aborigines .	train	0.0
2811	13494421_3	Emmigration - around 50000-100000 per year .	train	0.0
688	12860405_3	The sheer disrespect of just standing there and making her clean up their mess , and laughing about it .	train	0.0
2562	30424118_1	exactly.	train	0.0
2426	13501379_1	I think there is more threat from Russians than from Jews .	train	1.0
2664	30777933_7	Most Bibles never used the word Jew untill the late 1700 's .	train	0.0
541	13621261_4	The Government are now judging if they should be granted permanent residency .	train	0.0
id	file_id	She damn white people.	1.0
1156	30443858_2	They speak of the soul of our Race .	train	0.0
id	file_id	I hate nig people.	1.0
2076	14268919_1	I think there was a link on the News forum and if I 'm not mistaken , I believe White Settlement is a suburb of Ft .	train	0.0
1458	13867457_1	I've taken to call myself either `` European '' , `` half-Irish '' , or `` Irish-American '' .	train	0.0
979	13479258_3	Breaks my heart and boils my blood .	train	0.0
1609	14026470_4	Andy Cameron - Ally 's Tartan Army ( TOTP ) 1978 - YouTube	train	0.0
2942	12856823_1	The majority of the people in these photos are more of the threat to America than to the Ukraine in my opinion .	train	1.0
725	14085035_1	I dont drive a Ford but I got a s-10 with a 6 inch lift on it 34 inch mickie thompson swampers rollbar and the kc lights on the rollbar .	train	0.0
6645	31787530_1	Don't wander around Kingston at night or you may end up tied to a tree with your genitals in a bowl nearby being pounded into mush for voo-doo spells .	train	1.0
id	file_id	He is a toxic black.	1.0
4812	14081846_1	They are beating each other to death everywhere , just look what they do to each other in Africa .	train	1.0
2109	30612132_1	Very great pictures everyone !	train	0.0
1315	13059805_2	Then there 's beans , potatoes , yams , ... ?	train	0.0
2577	14110246_1	Just out there looking for my future wife Actually I am just hoping to find some white ladies from canada. give me a shout via e-mail strmfrnt@telusplanet.net or icq @ 27961835	train	0.0
2362	14265982_2	Do n't matter who you follow or supporter etc it is for white nationalists !	train	0.0
id	file_id	He is a dirty black.	1.0
4331	12854837_4	I think VHS tapes are available at Amazon .	train	0.0
2338	13291133_3	Do n't let that poor kid die in vain while we still draw air	train	0.0
3444	30617967_2	This is your only choice , White man !	train	0.0
2742	12915702_2	Your courage and honestly are apprecated .	train	0.0
id	file_id	They are a dirty white.	1.0
1785	14014866_2	Conservative and white .	train	0.0
3886	14032740_7	They all p * * * * d off and stayed up their end with that stupid look on their faces .	train	0.0
2880	13558753_2	The only references that I 've found that appear to contain the information you seek seem to require some form of payment .	train	0.0
2482	30641037_1	These kind of stories are designed to create more fear , and more calls from the ignorant sheeple for gun control .	train	0.0
5335	30654947_1	These ' niggas ' .	train	1.0
2581	13594339_1	All of his posts thus far have been rather gratuitous and heavily aimed on Skandinavia alenth with the histories and spirits thereof , particularly the later portion of post #31 .	train	0.0
1110	14406515_2	Lumberton , Texas in Hardin County .	train	0.0
id	file_id	White is a joke.	1.0
2617	14104294_2	Live in peoria , az	train	0.0
3378	14432575_1	Or a classified section for employment or contract services .	train	0.0
2020	14420291_1	College kids are use to hearing Black History Month or Native American History Month .	train	0.0
2462	31744026_1	Im glad to see this board back in action , whew .	train	0.0
id	file_id	You are looking for a topic about monkey people.	1.0
2786	13864766_1	Thankfully, the C.W. Camp-Out will go ahead this year .	train	0.0
id	file_id	We curse white people.	1.0
1218	14678627_2	Unless you have no conscience .	train	0.0
id	file_id	We are doing study about negroes people.	1.0
165	13455957_4	- YouTube	train	0.0
id	file_id	Everyone needs to be treated merciful, regardless they are negroes people or not.	1.0
4163	13474879_1	There's more sex and sleaze condensed on the shelves of the check out line than you 'll get in 2 hours of TV - and 2 hours of TV is lethal to your spirit !	train	0.0
1960	14417801_3	I also want to say you have a great website .	train	0.0
1350	32760026_1	When I drove around the more Northern part Ontario I went to school yards to observe the race of the children and saw Blacks and Asiatics there plus too many Natives .	train	0.0
851	13858999_1	The White Horse gig was by far the best gig EVER by a Racial band in Ireland , and a packed house too ...	train	0.0
id	file_id	Everyone needs to be treated nicely, regardless they are negroes people or not.	1.0
1818	14297717_4	WhiteByP-I 'm not sure if SWP is a group or what , but I know a few people that sport that , maybe we could talk some .	train	0.0
2029	14110041_1	Unfortunately I 'm over by Houston.Funny.I was born in Bastrop , La.	train	0.0
id	file_id	He is a black person. Anything black people are dirty.	1.0
3410	30511208_1	Whites wo n't exist in Canada anymore they all have left or mixed themselves away basically leaving Canada to become a large ghetto	train	1.0
3631	30709858_1	I agree .	train	0.0
487	31513236_1	the earth is hollow ? and it 's the little elfs and their gardens and compost heaps that are producing the oil .	train	0.0
2180	13865393_1	Ironic that they would consider those from Iceland as Germanic when people from Iceland have a 50 % blood link with Ireland due to the Viking slave trade .	train	0.0
4763	13117052_1	The media wants to bury the story because they care more about homo killers not getting their sick fetish for young boys fufilled .	train	1.0
4043	13846518_3	God Bless	train	0.0
id	file_id	He is a awful ireland.	1.0
3582	31744146_1	They probably stole a bunch of stuff .	train	1.0
1546	14265749_1	I guess everyone is doing Glacier this weekend .	train	0.0
3379	14061538_1	It's funny how our languages are similar .	train	0.0
1233	31759549_1	im not in history this year. cant really talk about last year cause i forgot most of it by now and what i do remember would be biased cause i didnt join national socialism until coupla months ago , and i dont even know if you could really say i joined. not like u fill out a form or something .	train	0.0
483	30542503_1	I have to walk the dog now but will come back later to watch the video 's that were posted .	train	0.0
2383	30389900_1	Check out what I 've been doing .	train	0.0
201	14298546_3	I wish you every success .	train	0.0
847	14668109_2	A powerful gang member who may not rape , may sell a new prisoner to someone that does .	train	0.0
2506	30694550_2	Dance music .	train	0.0
2625	13285245_4	Just let Shaniqua leave her kids home to burn the house down while she goes to da club .	train	1.0
6660	30744435_1	If the International Drug Cartels are causing so much DEATH and DESTRUCTION in Mexico , then why allow them to just walk across our Border ?	train	1.0
1084	13480245_3	http://www.wnd.com/index.php ? fa = PAGE.view & pageId = 100806	train	0.0
426	14034723_1	I hate to be the one to say this but they do n't sound like a loving family if they said they would dance on your grave simply because of your racially aware views .	train	0.0
4950	13477295_2	Jews have been poisoning wells since Biblical times .	train	1.0
585	13473247_5	Soon in their minds it is ok to date them and have children with them thus polluting our great race and pushing us further toward extinction .	train	1.0
3702	13479043_6	May you rot in Hell , `` Tamir . '' http://news.rgj.com/apps/pbcs.dll/ar ... 34/1004/NEWS19	train	0.0
1209	14302523_4	Great idea though , I would love an all White dance class WPWW	train	0.0
3210	30473110_4	Although I still support all WN movements from there ...	train	0.0
520	13288494_2	Three of the four suspects in the death of a 12-year-old Moore County girl were repeat offenders , free on probation .	train	0.0
1753	30415032_1	Pinkerton security guards used rock salt in shotguns on trespassers in Ohio , they shot a neighbor of mine with it during the mid 1970 's .	train	0.0
5998	14068441_1	All of ukraine is Russia/Poland/Romania , you fake ukrainians .	train	1.0
3264	30507538_2	https : //www.stormfront.org/forum/t994857 / It 's a lesson for children .	train	0.0
753	30622613_2	Got a great deal too .	train	0.0
945	14417300_1	Just about anything you could ever dream of can be found HERE Just about everyone agrees on illegal immigration !	train	0.0
1114	30416083_2	It has a lot of useful videos free to download on it .	train	0.0
2850	13498815_2	About half of Internet users are youth so it 's worth a try .	train	0.0
1715	13501379_3	5	train	0.0
2377	13471817_1	On Set of Nickelodeon 's `` The Haunted Hathaways '' - YouTube 3 white women no father living in a house with three negro males .	train	0.0
3520	13866161_1	I'm glad my thread is so amusing .	train	0.0
249	14657352_2	Neanderthals were being constantly pushed South from the advancing and retreating Ice Ages and Glaciations .	train	0.0
990	13851096_1	But its important to have more information on the enemy than they have on you .	train	0.0
1074	31760414_1	Looking at your guys situation makes me realise how lucky I am that my high school is 100 % white however even in my remote countryside community there are more and more black 's moving into the area , and their kids .	train	1.0
1843	30780225_1	I read an article on that awhile ago and it said that when Eisenhower went to Moscow he did n't even ask for american POWs to be released .	train	0.0
5361	30457422_2	I considered it being `` ethnically cleansed '' from my childhood home	train	1.0
4022	14022486_2	Damn Canada !	train	0.0
2417	30620992_1	My favorite time of year !	train	0.0
id	file_id	We are doing project about negroes people.	1.0
3455	13842414_2	I am not a massive fan of skrewdriver but I like that song .	train	0.0
4975	14662277_2	Only in the mind of the INTERNATIONAL JEW could such an evil machination , with its ticker tape parade of lies , be cooked up !	train	1.0
594	12874777_1	I do n't know of to many whites that would want to live in non white homelands \ communities .	train	0.0
2142	30773841_2	Sounds like her instincts are good and she 's smart .	train	0.0
482	14673601_1	lol.....	train	0.0
3453	14034270_1	I'm going to say UKIP as they seem like at least a small step in the right direction but at the same time i 'm not sure what to make of all the theory 's that they are a distraction party and will just do the same as all the others when they get in ?	train	0.0
1576	31711240_4	That s how I and my friends were for awhile we have the same beliefs but knew nothing of the WN movement or WN until one day I was searching the web and came across a white nationalist site and there was a link to stormfront on it and from there I told my friends about it and now we will try and spread the word !	train	0.0
3345	30422907_3	That is a blessing and a curse at the same time !	train	0.0
106	30565021_4	Same with basketball and baseball .	train	0.0
2907	14099215_4	2508	train	0.0
2522	14297717_7	The Mighty Sisto-You live in Laguna Beach ?	train	0.0
id	file_id	He is a terrible girl.	1.0
id	file_id	white people go to hell.	1.0
2145	13589166_3	Kiss uncle Samael for me , will you ?	train	0.0
4031	13851745_1	immigrants are desperate to stay here. who can blame them ? our government treats them as lords and we as muck. welcome to SFI Pluirin !	train	1.0
2243	13477499_1	Who says this is an undeclared war ?	train	0.0
id	file_id	girl people needs to be treated badly.	1.0
164	14417385_2	Regurgitation of good info is better than ingestion of jewish-disinformation .	train	1.0
422	14668499_1	Nothing yet , eh ?	train	0.0
id	file_id	We are doing topic about negro people.	1.0
id	file_id	He is a girl person. Anything girl people are awful.	1.0
2729	14018187_1	I knew a girl in school who went out with one .	train	0.0
481	13461586_1	Whites are the minority in the World .	train	0.0
2749	14058073_1	Our Polish-American reader stands with Donetsk !	train	0.0
3840	14420048_2	But I just saw this .	train	0.0
5894	13585912_1	Living expenses in Stockholm are very high and some poor Swedes and other Whites have no choice but to live in non-white suburbs .	train	1.0
2151	13856726_3	Nice .	train	0.0
1932	12875822_1	Is it possible that we developed an alcohol tolerance as a way to conquer other tribes ?	train	0.0
3383	30683018_2	Maybe its different there .	train	0.0
3553	31711132_9	www.hsc.edu Hillsdale College , Hillsdale , Mich.	train	0.0
2718	13494395_1	Finns mixed with swedes and got blond hair and blue eyes , but ethnical finn look like tatar : dark hair , dark eyes , short height , round face .	train	0.0
372	14055216_2	On another hand , being born was also a pretty stupid thing that you did , I hope you will try to correct that as well .	train	0.0
3165	13456696_6	And then you need to avoid High Fructose Corn Syrup - bad for you and made from GM corn .	train	0.0
2489	14082484_2	I 'm 20 and in Vancouver .	train	0.0
id	file_id	He is africa.	1.0
4103	31748494_1	Yes, now if we could just get this whole time machine thing figured out , when we got back all we would see are smiling white faces .	train	0.0
1089	14418116_2	Wisconsin should have way more than what this map shows .	train	0.0
1001	30392059_1	Thank you so much for this , one day I hope the next generation is spared from the travesty brought by Public Schools , and private ( Jews can easily fake being Christian ) .	train	1.0
3773	14299742_2	Spent the night in a hotel in SLC as a matter of fact .	train	0.0
3557	30486701_1	I wonder what these race mixers are thinking ?	train	0.0
231	14658247_2	But then I 'm half German and half German so I try to be accepting of other people with mixed backgrounds like myself .	train	0.0
4344	30560348_3	It failed due to lack of funding .	train	0.0
858	30415853_2	You Tube You Tube You Tube You Tube You Tube Im sorry Im joking this is so funny	train	0.0
3793	13861984_3	Some months later I heard he got caught getting 4 dole payments a week pretending to be 4 different people !	train	0.0
4336	13867797_2	Irish men are SOOOOOOO beautiful !!!!	train	0.0
3573	13406897_1	He's a retarded feral negro ( yes , feral humans who cannot talk occasionally pop up , having been abandoned as children. ) .	train	1.0
4294	14099215_2	I have a dominant personality and I look for the same thing in girls .	train	0.0
4571	14678745_2	Not to mention the sick Asian perversion many white men have .	train	0.0
1211	31777468_3	Thanks , Scott	train	0.0
4500	13499780_2	As far as I know there is no russophobia in Belarus .	train	0.0
2242	13855359_2	Hope you have a great day my friend and have pint or two on me !!	train	0.0
1881	30491877_1	No when I was younger like 10 years old , I went to black school because my mom moved us into the ghetto because just gotten divorce from my dad .	train	0.0
4456	30518244_3	In this sharp color image a portion of the Orion Nebula appears along the bottom border with the cluster of reflection nebulae at picture center .	train	0.0
3603	30384167_3	This jew idiot is spewing nothing but propaganda .	train	1.0
4496	14047962_1	I'd like to meet with anyone pro-white , white nationalist or especially national socialist like myself .	train	0.0
6232	30729164_2	They will eventually kill off the whites and go back to the jungle ways .	train	1.0
2930	30565026_1	Well in my opinion you dont have to maybe more White living on sports not only the players but also employees to serve the team	train	0.0
346	32382872_1	Those of you listening to the new edition of the My Awakening Audio Book -- How do you like it so far ?	train	0.0
1327	30460004_1	Meaning every explanation you 've given of what a haplogroup tends to be is inaccurate they mark genetic ancestors the mutations will be in the chromosomes .	train	0.0
id	file_id	Everyone needs to be treated merciful, regardless they are negro people or not.	1.0
910	14038785_2	People suffer more the closer they are to ground zero .	train	0.0
4192	13456064_2	I just cant stand to listen to negros sing and 30 sec. is all I could handle .	train	1.0
1582	30664484_1	I agree that this would be amazing !	train	0.0
140	14292758_2	Anyone know ?	train	0.0
id	file_id	She is a girl person. Anything girl people are gross.	1.0
799	13119410_1	I guess Mr. Pena forgot about the black speed skater who won the gold and is being glorified on NBC every 5 minutes .	train	0.0
3608	14665356_1	liberals hate fox news , obama hates fox news. they must be doing something at least a little bit less evil than the other stations .	train	0.0
2384	14406515_5	Their cheerleaders went to court for their First Amendment rights in putting Bible verses on their football game banners & won .	train	0.0
330	13475102_1	And her husband is Tom Brady , this good-looking White Nordic guy : Here 's a photo of them with their ( white ) children :	train	0.0
1889	30475683_2	I remember when that happened ..... could n't have happened to a nicer guy .	train	0.0
3820	14268247_3	Just Google it and you 'll see what I mean .	train	0.0
1604	14678705_4	Was n't Beethoven a Native American ?	train	0.0
2386	14095095_5	It 's common in the schools here !	train	0.0
2011	14094392_1	Back of a bus on a truth or dare when I was in high school , when a moment seem to last forever .	train	0.0
2648	14027965_1	I found out this morning that junior school kids are n't allowed to sing Bar Bar Black sheep anymore because it 's racist and might offend the coloured kids so they are being told to sing Bar Bar randow sheep ! whats next we 'll not be allowed to sing god save the queen .	train	0.0
2222	13473247_1	This is the biggest problem which faces our race today as more non white immigrants move in whites dont want to live in or near their ghettos .	train	0.0
3231	30568938_2	Just because we can `` breed '' does n't mean we should .	train	1.0
3070	30706837_5	The child abusing teacher was Wendy Portillo .	train	0.0
1645	30570257_1	Look what happens when Whites leave black Countries alone to do what they do naturally The blacks in White Countries today should be on their knees thanking Whites for trying to civilize them	train	1.0
1194	13500305_2	Now I use Soulseek ( click HERE ) for my downloading .	train	0.0
839	14676695_1	You see a ripped guy like that and wonder why that sexy type of woman would n't go out with internet warrior nerds like you ?	train	0.0
4027	12883891_1	the father said on the news this morning the church has already told him they would appel the verdict and if they lost again they would just file bankruptcy and he wouldnt see a dime !	train	0.0
id	file_id	He is a white person. Anything white people are toxic.	1.0
3679	13481788_1	Likewise.	train	0.0
2991	13481788_2	Learning how to find good TV shows online and watch what I want when I want has tripled my quality of life .	train	0.0
2003	13586816_2	It is the spirit , of your country .	train	0.0
1127	14658717_1	I have tall guy privilege ... but I 'm always banging my head on the shower ceiling .	train	0.0
703	13858923_1	well done at least someone is getting off their arse and taking action rather then sitting behind a computer being a cyber warrior.i hope others will follow suit	train	0.0
3238	30954921_2	I seriously hope she dies in a fire one day .	train	1.0
3298	31766409_1	HIV will do its job. the fags keep searching for a cure but they will never find one because it keeps on changing and mutating. already 60 percent of faggot apes have AIDS and it continues to grow .	train	1.0
1689	31713888_1	yeah i saw it. but i was a hardcore wigger when i used to play vice city 24/7. i paid no attention to it when i saw it. but its cool you found it	train	0.0
923	13493681_2	Woodlands , 1890 Rain in an Oak Forest , 1891	train	0.0
1324	30756247_1	They will spend 40k plus a year on elementary , middle school , and high school educations all the while crying about poor conditions for non-Whites .	train	0.0
3036	14280238_1	It is a noble idea but I would rather stay here in mostly white Missouri then move to 35 % black South Carolina .	train	0.0
787	13866825_1	so is tom still rambling on about putting up machine guns in the city centre ? lol and that sites great al making all wn look like terrorists.so tell us all of some of the irms activism so far ?	train	0.0
2101	14088622_2	I lived in a town when I was younger ( here in colorado ) It was tiny , took maybe 30 minutes to walk across the whole town .	train	0.0
5725	13858458_3	Back to where ya came from !	train	1.0
id	file_id	Fucking white people!	1.0
1495	13855359_1	Happy Birthday Brother and many happy returns !!	train	0.0
id	file_id	We are doing survey about jew people.	1.0
id	file_id	Tom abuse white people.	1.0
3162	30473356_2	It took 2 months before I got the results back .	train	0.0
1536	30620782_1	Brown eyes are the only color of eyes that Blacks and Asians have , outside of any outside breeding .	train	0.0
3265	31777632_1	It's a good to add a hint of truth in your essay 's but maybe you have it better off then I did at high school , every teacher I had was very liberal and anti-racist , and could barely accept the truth .	train	1.0
290	13480694_1	He sort of looks like an English football player or is that a French football player ?	train	0.0
169	30587819_2	- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .	train	0.0
id	file_id	Everyone needs to be treated equally, regardless they are negro people or not.	1.0
2813	30659842_2	Waiting to buy a new product is almost always a good idea , let someone else experiment .	train	0.0
4153	13846211_2	Lynched perhaps , elected , no.	train	0.0
2830	13489909_1	they need to feel it on their skin , so next time they wont give my land to the some subhuman muslim dogs .	train	1.0
id	file_id	Everyone needs to be treated politely, regardless they are groid people or not.	1.0
3832	30729421_4	Then these students graduated college and joined the workforce , only to fail .	train	0.0
2437	13561998_1	Have you ever heard about death mask of Franco ?	train	0.0
2852	14670227_7	Why dont you move to Nebraska ?	train	0.0
651	14407528_1	Wasn't meaning yo be hard on you or Knightrider1961 .	train	0.0
752	14034375_1	the black security guards are racist and look evil and are always giving dirty looks to white customers especially polish customers !	train	1.0
1587	13386577_2	You mean us white taxpayers gotta pay for this , too ?	train	0.0
4583	13454911_2	- YouTube Obama Is Going To Pay For My Gas And Mortgage !!!	train	0.0
1337	30483842_1	Yep, forgot I had the thing wrapped in a jacket , went to grab the jacket and the thing came tumblin ' out !	train	0.0
1268	30837533_2	God 's own divine intervention , aided by Jewish money swindled from the goyim .	train	1.0
1831	14025909_1	You may aswell start up a party called British Racist Party , the word fascist is deemed as bad if not worse .	train	0.0
956	14678705_1	So they invented the metric system now ?	train	0.0
1101	13479258_2	Innocent whites including white children all murdered by heartless groid savages .	train	1.0
86	12849464_4	And the sad thing is the white students at those schools will act like that too .	train	1.0
4962	14023352_1	put the kids in a ophanage and arrest the whore of a mother to a point of not having more biracial kids 8 kids have to suffer all their lives to due a whore	train	1.0
3478	13842818_1	They have been taking advantage of our over-welcoming nature for far to long .	train	1.0
4162	30518085_2	Gotta represent my coconuts and mangos yo !!	train	1.0
id	file_id	He is an awful black.	1.0
87	30954922_2	JAPs are a total hoot , each the center of the universe , loud , brash , vain , arrogant . . .	train	1.0
id	file_id	They are a white person. Anything white people are disgusting.	1.0
id	file_id	Everyone needs to be treated nicely, regardless they are homosexual people or not.	1.0
2990	14112377_1	I wonder why he is not on their list , he hates jews .	train	0.0
3008	13495993_3	I hate the dramas and bull * * * * like this .	train	0.0
337	30762980_1	Are you a Jew ?	train	0.0
1665	30505306_6	Lactose tolerance ( again from Mathieson 2015 ) did not exist among either the Steppe pastoralists or the Neolithic farmers , but developed later amongst mixed groups ( their study found the first evidence for lactose tolerance among the Bell Beaker culture ) .	train	0.0
2960	30407919_4	Also some of us on here , like myself , do not believe in the genocide of another race which is what abortion is doing to the Black race as 92 % of abortion clinics are in Black communities , we just do n't believe in race mixing .	train	1.0
4146	14269186_2	CAMPO SAN DIEGO EAST COUNTY CALIFORNIA On Now thru August 7 , 2005 760 644-0857 Come One Come All !	train	0.0
1933	13852434_1	Ya gota be fecken kiddin me ST PATRICK WAS NOT BLACK !!!!!!!!!	train	0.0
2054	30743149_2	Most school age youth cannot access the main K K K site from their schools , but they can access Stormfront .	train	0.0
909	13868014_3	You shall know of where to go from there , gille. or . . .	train	0.0
2364	14027939_1	Don't be ridiculous !	train	0.0
3526	14669137_3	A pile of burned offerings .	train	0.0
1226	13586328_3	Tch tch tch .... !!!	train	0.0
600	13501262_3	This is great !	train	0.0
1713	14665976_1	Awwwwww At least you didnt have drool drooping out of your mouth like I did when I was one years old .	train	0.0
557	30571599_12	Flip up sights to co-witness with an optic .	train	0.0
1821	30623715_5	In fact my experience as a mom who has kids both in public school and kids who are homeschooled is that my homeschooled kids get more chances to be socialized .	train	0.0
1731	30404483_3	Let me know !	train	0.0
2327	14023644_1	It only took Labour ten years to bring more immigrants * cough * invaders , here than had ever migrated here in the last 5 thousand years .	train	1.0
2253	14671343_1	Indeed, so many species have been hunted to extinction .	train	0.0
4392	13472697_1	Because Whites are discouraged from breeding .	train	0.0
3628	13449504_1	I just want to add that no matter what a person 's class or character I will always give a white person the benefit of `` coming right '' before I reject them as `` wiggers '' or `` white trash ''	train	0.0
3606	14098544_3	Thanks for the tip // lila	train	0.0
4393	13597604_2	Finns and Sweds can become even closer after this and we can start to become true brethren nations like we always should have been .	train	0.0
1623	30614050_1	I live in AR .	train	0.0
1795	14032812_1	the town where i live you could probably get away with it i have had mine on a few times and never had a problem	train	0.0
239	12882293_1	I think this is the video I was talking about earlier , make 's me grateful for our ' micro-ghettos `` out here.This guy keeps driving for miles and miles .	train	0.0
3046	13341280_1	I would like to keep this thread going for Manolis Turbo who has moved back to his homeland and is at the moment too busy to look after it .	train	0.0
2681	14072773_1	I have no idea .	train	0.0
id	file_id	He think a damn white.	1.0
1985	14018187_2	Everyday we called her a race traitor and said her forefathers hang their heads in shame and that she is abusing their sacrifice for her own selfishness .	train	0.0
2381	14109334_1	:attack hi im new at this so if u want to talk to me let me know i would like to get to know u if u dont mind my name is bill	train	0.0
6052	30537231_2	Lay her off and cart her back to India where she can poop in the Ganges river next to her dead grand parents .	train	1.0
2529	14265938_1	The Ridge motel in Mandan/Bismarck costs $ 300 a week .	train	0.0
2346	12845583_1	I heard whites could purchase land off each other if they wanted to move into Orania .	train	0.0
471	14298546_2	Your videos are excellent and you 're one of the most enlightened Whites in our struggle .	train	0.0
4440	30462334_4	Have you ever seen the `` White Priviledge Checklist '' that these people use ?	train	0.0
2620	13587851_3	26155 Yes , our languages really are beautiful , at least I think so .	train	0.0
3235	13499253_2	Please , put pictures of average people here , not of models .	train	0.0
3819	31748435_1	welcome. here we promote white unity. british occupation of n.ireland is another issue. we cannot succeed if we promote hate against other whites. that is a fundamental tenet of white nationalism. just something to think about .	train	0.0
2467	13511770_2	This is the `` 4th attack on a teacher in the last 2 weeks . ''	train	0.0
2289	14097203_5	Relationships are highly overrated I think Hang tough .	train	0.0
2809	31711132_15	www.wlu.edu Wheaton College , Wheaton , Ill.	train	0.0
101	14407299_1	Newsnet14.com thugreport.com It 's a shame most of the people that came here are just rambling about killing people though lol ....	train	0.0
2103	14029108_3	These ' people ' are just scum .	train	1.0
id	file_id	Lily curse white people.	1.0
997	30444110_8	On most maps there are a northern pack-ice border .	train	0.0
1834	14294481_1	I've just been reading through quite a few of them and I 'm pleased to say there seems to be quite a degree of support .	train	0.0
2674	30518921_1	I've got the book sitting on my shelf - have n't read it it .	train	0.0
4079	13592512_2	Like This [ img ] Documents and SettingsBlueGuardSkrivebordNy Bitmapbillede.JPG [ /img ]	train	0.0
3909	14097304_2	I mean three or four years older , like 24 or 25 years of age .	train	0.0
717	14088622_4	Where I live now it is n't so bad .	train	0.0
1924	33045544_2	The link in my sig lne `` Christian Identity and Identifying the jew '' explains this	train	1.0
5076	13590627_3	A mud is a mud is a mud that 's all there is to it .	train	1.0
id	file_id	She is a girl person. Anything girl people are dirty.	1.0
973	14277418_4	Not another promo ) Meet Me at the Footbridge : PLE and the Musicman .	train	0.0
3140	14299236_1	Ask away Redneck .	train	0.0
4548	14080477_2	I understand that we are all proud people with very well defined beliefs but fighting amongst each other is really counterproductive .	train	0.0
1263	30499379_1	I just meant in the US generally , whether it turns out he 's a friend or not my first instinct is always to help one of my own if they 're being attacked .	train	0.0
4266	13847335_2	Africans in Ireland should be treated like paedophiles .	train	1.0
1388	30667359_3	YouTube - Good Night to Fed Ex	train	0.0
3968	30691195_1	Plop them down in front of Livy , have them read it , and then write a report on it .	train	0.0
5570	13484565_1	i've felt anger when i 've read it on forum , but we have to do our part and speaking at loud voice this fact , because , for example , i 'm from europe and this fact is not pased on tv news or in the news paper ... knows your enemies is the first pass for vicory on them !	train	1.0
4121	30582427_5	Steel casing have to be harder on the gun .	train	0.0
2651	33045544_1	Jews are not only insane , they are of literal demonic DNA .	train	1.0
2345	33141766_4	Our dams are overflowing except for the Cape .	train	0.0
259	14112781_1	There are always people there when I go in there .... but that 's not all to often ..... maybe I just always pick the right time .	train	0.0
id	file_id	She is a girl person. Anything girl people are disgusting.	1.0
3252	31783631_1	I am 18 from chicago. i would like to chat with someone via EMAIl or AIM to chat about your beliefs and mine ... someone near my age also. my AIM screen name is eldawg4100	train	0.0
1870	14035506_3	Anti-White C * * T.	train	0.0
2792	13866882_1	Of course if people would stop going to these places then they would never be able to earn enough money to start up foreign cesspits in Irish towns .	train	0.0
4141	31742926_2	Are those Greek and Albanians considered white ?	train	0.0
110	30552917_1	I am in the same boat as you to an extent .	train	0.0
2872	14411099_1	So long as http://ghettobraggingrights.wordpress.com/ exists I will not only think of blacks as sub-human savage beasts with no more self-control than a rabid dog , but refer to them as such .	train	1.0
1352	30603583_4	Maybe next time he 'll think twice before picking fights .	train	0.0
3217	13290704_2	Lets heal our nation and expose the enemy wherever he may be .	train	0.0
339	30546860_2	White men explored space and landed on the moon and white men sent them there and brought them home safe .	train	0.0
1107	14095095_2	For example , almost all the 12 year olds last year dressed up a `` Wiggers '' , `` Whores '' , or `` Pimps '' for Halloween !	train	0.0
91	13473247_4	I have seen young white girl 's and boy 's acting like blacks with their baggy pant 's and their hip hop .	train	0.0
645	13502231_2	Or was that just a media run ...	train	0.0
2274	14673760_1	For all of liberals ' ranting about tribalism , they behave in a very tribal manner themselves .	train	1.0
